,enemy,gen,metric_max,metric_avg,method
361,3,11,89.16399101479087,51.10098987757401,Cellular-ES
362,3,12,89.16399101479087,53.857440623920844,Cellular-ES
363,3,13,89.16399101479087,56.73441306341115,Cellular-ES
364,3,14,89.97832929557951,58.40572931653518,Cellular-ES
365,3,15,89.97832929557951,60.79511331935402,Cellular-ES
366,3,16,90.49399506689743,62.42750167274627,Cellular-ES
367,3,17,90.76504888791162,63.69870577022658,Cellular-ES
368,3,18,90.76504888791162,65.00111406035757,Cellular-ES
369,3,19,91.92369932809292,66.45675932854986,Cellular-ES
370,3,20,91.92369932809292,68.05953253773916,Cellular-ES
371,3,21,91.92369932809292,69.00575649947295,Cellular-ES
372,3,22,91.92369932809292,70.11461892262972,Cellular-ES
373,3,23,91.92369932809292,70.98686923851855,Cellular-ES
374,3,24,92.13132325320358,72.06089186311381,Cellular-ES
375,3,25,92.13132325320358,73.0866334096532,Cellular-ES
376,3,26,92.13132325320358,73.76436029179092,Cellular-ES
377,3,27,92.13132325320358,74.4995558810048,Cellular-ES
378,3,28,92.13132325320358,75.4448971270491,Cellular-ES
379,3,29,92.13132325320358,75.95678321865594,Cellular-ES
380,3,30,92.13132325320358,76.38003490842199,Cellular-ES
381,3,31,92.13132325320358,76.79620997787875,Cellular-ES
382,3,32,92.13132325320358,77.33153735576624,Cellular-ES
383,3,33,92.13132325320358,78.02601360251433,Cellular-ES
384,3,34,92.13132325320358,79.15933740770852,Cellular-ES
385,3,35,92.20002649838048,79.98110754429864,Cellular-ES
386,3,36,92.20002649838048,80.43849305537351,Cellular-ES
387,3,37,92.20002649838048,80.96423444263206,Cellular-ES
388,3,38,92.20002649838048,81.35087048765101,Cellular-ES
389,3,39,92.20002649838048,81.81039954642563,Cellular-ES
390,3,40,92.20002649838048,82.03943252030273,Cellular-ES
391,3,41,92.20002649838048,82.5377169060647,Cellular-ES
392,3,42,92.20002649838048,82.53739593154046,Cellular-ES
393,3,43,93.92050018627741,82.90776945394983,Cellular-ES
394,3,44,93.92050018627741,82.94187957982706,Cellular-ES
395,3,45,93.92050018627741,83.42843705814961,Cellular-ES
396,3,46,93.92050018627741,83.83891718120746,Cellular-ES
397,3,47,93.92050018627741,83.9630822407966,Cellular-ES
398,3,48,93.92050018627741,84.58143919130045,Cellular-ES
399,3,49,93.92050018627741,84.52077691851423,Cellular-ES
400,3,0,68.4765849856136,7.300241057667515,Cellular-ES
401,3,1,68.49144410001735,12.894810161412765,Cellular-ES
402,3,2,87.48581399532748,17.740845875687924,Cellular-ES
403,3,3,89.32623418369612,23.20903901405045,Cellular-ES
404,3,4,89.72256843934147,28.311529474844804,Cellular-ES
405,3,5,89.72256843934147,32.717821462952195,Cellular-ES
406,3,6,90.28597899190919,36.81431946607608,Cellular-ES
407,3,7,90.28597899190919,39.67031193298869,Cellular-ES
408,3,8,90.28597899190919,43.36660235761341,Cellular-ES
409,3,9,90.33424058923295,45.51485005975176,Cellular-ES
410,3,10,90.33424058923295,47.68625759884326,Cellular-ES
411,3,11,90.33424058923295,49.74637246016058,Cellular-ES
412,3,12,90.33424058923295,52.76871349161868,Cellular-ES
413,3,13,90.33424058923295,54.98982166587621,Cellular-ES
414,3,14,90.33424058923295,56.60080357994644,Cellular-ES
415,3,15,90.33424058923295,58.057991484245825,Cellular-ES
416,3,16,90.33424058923295,59.17357664654184,Cellular-ES
417,3,17,91.27430657276335,61.22644587343514,Cellular-ES
418,3,18,91.27430657276335,62.23782909360002,Cellular-ES
419,3,19,91.27430657276335,63.7538358691834,Cellular-ES
420,3,20,91.27430657276335,64.36076394587562,Cellular-ES
421,3,21,91.88581399532748,65.31020093985954,Cellular-ES
422,3,22,93.14985239828994,66.3557991528669,Cellular-ES
423,3,23,93.14985239828994,67.46815771987355,Cellular-ES
424,3,24,93.14985239828994,68.16791254105748,Cellular-ES
425,3,25,93.14985239828994,69.5456293614991,Cellular-ES
426,3,26,93.14985239828994,70.48549476229002,Cellular-ES
427,3,27,93.98100667335022,71.67255293282092,Cellular-ES
428,3,28,93.98100667335022,72.3641430619171,Cellular-ES
429,3,29,93.98100667335022,73.338253718244,Cellular-ES
430,3,30,93.98100667335022,74.01750053903235,Cellular-ES
431,3,31,93.98100667335022,74.51048632794269,Cellular-ES
432,3,32,93.98100667335022,75.10233057112609,Cellular-ES
433,3,33,93.98100667335022,75.82504481795633,Cellular-ES
434,3,34,93.98100667335022,76.46029476476554,Cellular-ES
435,3,35,93.98100667335022,77.4105293737164,Cellular-ES
436,3,36,93.98100667335022,78.08508192423037,Cellular-ES
437,3,37,93.98100667335022,78.5114808449063,Cellular-ES
438,3,38,93.98100667335022,79.12124379697943,Cellular-ES
439,3,39,93.98100667335022,79.60128287249803,Cellular-ES
440,3,40,93.98100667335022,80.04054343407293,Cellular-ES
441,3,41,93.98100667335022,80.14611125591267,Cellular-ES
442,3,42,93.98100667335022,80.54764067645439,Cellular-ES
443,3,43,93.98100667335022,80.51817788217599,Cellular-ES
444,3,44,93.98100667335022,81.03623113511807,Cellular-ES
445,3,45,93.98100667335022,81.72905296471691,Cellular-ES
446,3,46,93.98100667335022,82.31950456104944,Cellular-ES
447,3,47,93.98100667335022,82.86079673835964,Cellular-ES
448,3,48,93.98100667335022,82.97141003650685,Cellular-ES
449,3,49,93.98100667335022,83.62500865144614,Cellular-ES
450,3,0,77.06817436727567,9.874128521439937,Cellular-ES
451,3,1,86.49600916626912,14.317465785052828,Cellular-ES
452,3,2,88.58100667335023,20.703713624602155,Cellular-ES
453,3,3,88.91432096991146,26.242824249022387,Cellular-ES
454,3,4,92.94934175870625,31.029564281684287,Cellular-ES
455,3,5,92.94934175870625,36.88897303000741,Cellular-ES
456,3,6,92.94934175870625,41.5675156339074,Cellular-ES
457,3,7,92.94934175870625,45.96820830841536,Cellular-ES
458,3,8,92.94934175870625,49.98896013852077,Cellular-ES
459,3,9,92.94934175870625,53.159447540084365,Cellular-ES
460,3,10,92.94934175870625,55.86594228608177,Cellular-ES
461,3,11,92.94934175870625,58.31090566365285,Cellular-ES
462,3,12,92.94934175870625,60.28301171545392,Cellular-ES
463,3,13,92.94934175870625,62.153992503952644,Cellular-ES
